"Publication Date","Fiscal Year","Agency Name","Unit Appropriation Name","Total Adopted Budget Amount"
"20250501","2026","DEPARTMENT OF YOUTH & COMMUNITY DEV","EXECUTIVE AND ADMINISTRATIVE MGMT PS","22,107,758"
"20250501","2026","COMMISSION ON HUMAN RIGHTS","COMM DEVELOP OTPS","1,768,661"
"20250501","2026","COMMISSION ON HUMAN RIGHTS","COMMUNITY DEVELOP P.S.","7,589,279"
"20250501","2026","COMMISSION ON HUMAN RIGHTS","OTHER THAN PERSONAL SERVICES","581,763"
"20250501","2026","COMMISSION ON HUMAN RIGHTS","PERSONAL SERVICES","4,590,725"
"20250501","2026","COMMISSION ON RACIAL EQUITY","OTHER THAN PERSONAL SERVICES","140,000"
"20250501","2026","COMMISSION ON RACIAL EQUITY","PERSONAL SERVICES","1,329,093"
"20250501","2026","OFFICE OF RACIAL EQUITY","OTPS - RACIAL EQUITY","3,500,000"
"20250501","2026","OFFICE OF RACIAL EQUITY","PS - RACIAL EQUITY","4,598,699"
"20250501","2026","NYC TAXI AND LIMOUSINE COMM","OTHER THAN PERSONAL SERVICE","14,871,228"
"20250501","2026","NYC TAXI AND LIMOUSINE COMM","PERSONAL SERVICE","45,446,067"
"20250501","2026","LANDMARKS PRESERVATION COMM.","OTHER THAN PERSONAL SERVICES","854,922"
"20250501","2026","LANDMARKS PRESERVATION COMM.","PERSONAL SERVICES","7,080,646"
"20250501","2026","CIVIL SERVICE COMMISSION","OTHER THAN PERSONAL SERVICES","48,803"
"20250501","2026","CIVIL SERVICE COMMISSION","PERSONAL SERVICES","1,085,611"
"20250501","2026","EQUAL EMPLOYMENT PRACTICES COMMISSION","OTHER THAN PERSONAL SERVICES","86,555"
"20250501","2026","EQUAL EMPLOYMENT PRACTICES COMMISSION","PERSONAL SERVICES","1,483,241"
"20250501","2026","INDEPENDENT BUDGET OFFICE","OTHER THAN PERSONAL SERVICE","1,770,372"
"20250501","2026","INDEPENDENT BUDGET OFFICE","PERSONAL SERVICE","6,021,737"
"20250501","2026","OFFICE OF PAYROLL ADMINISTRATION","OTHER THAN PERSONAL SERVICE","1,385,165"
"20250501","2026","OFFICE OF PAYROLL ADMINISTRATION","PERSONAL SERVICE","14,053,083"
"20250501","2026","OFFICE OF CRIMINAL JUSTICE","PROGRAMS - OTPS","313,319,000"
"20250501","2026","OFFICE OF CRIMINAL JUSTICE","INDIGENT DEFENSE - OTPS","453,942,872"
"20250501","2026","OFFICE OF CRIMINAL JUSTICE","OFFICE OF SPECIAL ENFORCEMENT - OTPS","1,403,062"
"20250501","2026","OFFICE OF CRIMINAL JUSTICE","OFFICE OF SPECIAL ENFORCEMENT - PS","787,262"
"20250501","2026","OFFICE OF CRIMINAL JUSTICE","OFFICE OF CRIMINAL JUSTICE - OTPS","751,120"
"20250501","2026","OFFICE OF CRIMINAL JUSTICE","OFFICE OF CRIMINAL JUSTICE - PS","8,571,720"
"20250501","2026","FINANCIAL INFORMATION SERVICE AGENCY","OTHER THAN PERSONAL SERVICES","65,132,739"
"20250501","2026","FINANCIAL INFORMATION SERVICE AGENCY","PERSONAL SERVICES","50,848,592"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","N.Y.SHAKESPEARE FESTIVAL","1,241,281"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","OTHER CULTURAL INSTITUTIONS","31,751,237"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","STUDIO MUSEUM IN HARLEM","794,186"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","SNUG HARBOR CULTURAL CENTER","2,835,450"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","BROOKLYN ACADEMY OF MUSIC","7,224,742"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","WAVE HILL","2,139,711"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","MUSEUM OF THE CITY OF NY","2,256,917"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","S I HISTORICAL SOCIETY","1,065,099"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","S.I. ZOOLOGICAL SOCIETY","2,594,266"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","SI INSTITUTE ARTS & SCIENCES","1,343,938"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","NY HALL OF SCIENCE","2,833,247"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","QUEENS BOTANICAL GARDEN","2,396,105"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","BROOKLYN BOTANIC GARDEN","5,380,995"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","BKLYN CHILDREN'S MUSEUM","2,869,728"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","BROOKLYN MUSEUM","10,184,034"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","THE WILDLIFE CONSERVATION SOC.","21,555,652"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","AMER MUSEUM NATURAL HISTORY","20,787,133"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","NY BOTANICAL GARDEN","9,195,300"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","METROPOLITAN MUSEUM OF ART","25,006,139"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","CULTURAL PROGRAMS","90,526,538"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","OFFICE OF COMMISSIONER - OTPS","3,412,100"
"20250501","2026","DEPARTMENT OF CULTURAL AFFAIRS","OFFICE OF COMMISSIONER-PS","6,472,180"
"20250501","2026","DEPARTMENT FOR THE AGING","COMMUNITY SERVICES - PS","0"
"20250501","2026","DEPARTMENT FOR THE AGING","CENTERS AND HOME DELIVERED MEALS","0"
"20250501","2026","DEPARTMENT FOR THE AGING","IN HOME SERVICES - PS","2,290,903"
"20250501","2026","DEPARTMENT FOR THE AGING","IN HOME SERVICES","101,786,594"
"20250501","2026","DEPARTMENT FOR THE AGING","EXECUTIVE & ADMIN MGMT-OTPS","4,388,575"
"20250501","2026","DEPARTMENT FOR THE AGING","OUT-OF-HOME SERVICES","411,906,196"
"20250501","2026","DEPARTMENT FOR THE AGING","COMMUNITY PROGRAMS - PS","12,213,382"
"20250501","2026","DEPARTMENT FOR THE AGING","EXECUTIVE & ADMIN MGMT - PS","17,636,822"
"20250501","2026","CITY CLERK","OTHER THAN PERSONAL SERVICES","2,115,783"
"20250501","2026","CITY CLERK","PERSONAL SERVICES","5,658,208"
"20250501","2026","CITY COUNCIL","CMTEE ON YOUTH SERVICES","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON WOMEN'S ISSUES","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON VETERANS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON TRANSPORTATION","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON TECHNOLOGY IN GOVERNMENT","1"
"20250501","2026","CITY COUNCIL","CMTEE ON STANDARDS & ETHICS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON SMALL BUSINESS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON SANITATION & SOLIDWASTE MGT","1"
"20250501","2026","CITY COUNCIL","CMTEE ON RULES,PRIV. & ELECT.","1"
"20250501","2026","CITY COUNCIL","CMTEE ON PUBLIC SAFETY","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON PUBLIC HOUSING","1"
"20250501","2026","CITY COUNCIL","CMTEE ON PARKS REC & CULT","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON OVERSIGHT & INVESTIGATIONS","1"
"20250501","2026","CITY COUNCIL","MEN HLTH, RET, ALC,DRUG ABUSE & DIS SVCS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON LAND USE","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON IMMIGRATION","1"
"20250501","2026","CITY COUNCIL","CMTEE ON HOUSING & BLDGS","1"
"20250501","2026","CITY COUNCIL","HOSPITALS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON HIGHER EDUCATION","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON HEALTH","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON GOV'T OPERATIONS","1"
"20250501","2026","CITY COUNCIL","CMTEE ON GENERAL WELFARE","1"
"20250501","2026","CITY COUNCIL","COMM ON FIRE & CRIM JUSTICE OTPS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON FINANCE","1"
"20250501","2026","CITY COUNCIL","CMTEE ON ENVIRON PROTECTION","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON EDUCATION","1"
"20250501","2026","CITY COUNCIL","CMTEE ON ECONOMIC DEVELOPMENT","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON COURTS AND LEGAL SERVICES","1"
"20250501","2026","CITY COUNCIL","CULT. AFFAIRS, LIB. & INT'L INTGRP. REL","2"
"20250501","2026","CITY COUNCIL","COMMITTEE ON CONTRACTS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON CONSUMER AFFAIRS","1"
"20250501","2026","CITY COUNCIL","CMTEE ON CIVIL SERV & LABOR","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON CIVIL RIGHTS","0"
"20250501","2026","CITY COUNCIL","COMMITTEE ON THE AGING","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON YOUTH SERVICES","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON WOMEN'S ISSUES","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON VETERANS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON TRANSPORTATION","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON TECHNOLOGY IN GOVERNMENT","1"
"20250501","2026","CITY COUNCIL","CMTEE ON STANDARDS AND ETHICS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON SMALL BUSINESS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON SANITATION & SOLIDWASTE MGT","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON PUBLIC HOUSING","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON PUBLIC SAFETY","1"
"20250501","2026","CITY COUNCIL","CMTEE ON PARKS REC & CULT","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON OVERSIGHT & INVESTIGATIONS","1"
"20250501","2026","CITY COUNCIL","MEN HLTH, RET, ALC,DRUG ABUSE & DIS SVCS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON LAND USE","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON IMMIGRATION","1"
"20250501","2026","CITY COUNCIL","CMTEE ON HOUSING & BUILDINGS","1"
"20250501","2026","CITY COUNCIL","HOSPITALS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON HIGHER EDUCATION","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON HEALTH","1"
"20250501","2026","CITY COUNCIL","CMTEE ON GOV'T OPERATIONS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON GENERAL WELFARE","1"
"20250501","2026","CITY COUNCIL","COMM ON FIRE & CRIMINAL JUSTICE","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON FINANCE","1"
"20250501","2026","CITY COUNCIL","CMTEE ON ENVIRON PROTECTION","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON EDUCATION","1"
"20250501","2026","CITY COUNCIL","CMTEE ON ECONOMIC DEVELOPMENT","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON CONTRACTS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON CONSUMER AFFAIRS","1"
"20250501","2026","CITY COUNCIL","CMTEE ON CIVIL SERV & LABOR","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON CIVIL RIGHTS","1"
"20250501","2026","CITY COUNCIL","COMMITTEE ON THE AGING","1"
"20250501","2026","CITY COUNCIL","OTPS CENTRAL STAFF","17,500,000"
"20250501","2026","CITY COUNCIL","OTPS COUNCIL MEMBERS","6,800,000"
"20250501","2026","CITY COUNCIL","COUNCIL SERVICES DIVISION","21,855,790"
"20250501","2026","CITY COUNCIL","COMMITTEE STAFFING","26,382,905"
"20250501","2026","CITY COUNCIL","COUNCIL MEMBERS","35,878,940"
"20250501","2026","PUBLIC ADVOCATE","OTHER THAN PERSONAL SERVICES","323,834"
"20250501","2026","PUBLIC ADVOCATE","PERSONAL SERVICES","4,962,332"
"20250501","2026","CITY COUNCIL","COMMITTEE ON COURTS AND LEGAL SERVICES","1"
"20250501","2026","DEBT SERVICE","NYC Transitional Finance Authority","1,038,484,304"
"20250501","2026","DEBT SERVICE","BUDGET STABILIZATION ACCOUNT","0"
"20250501","2026","DEBT SERVICE","LEASE PURCH & CITY GUAR DEBT","120,130,137"
"20250501","2026","DEBT SERVICE","FUNDED DEBT-W/O CONST LIMIT","2,513,497,666"
"20250501","2026","MISCELLANEOUS","INDIGENT DEFENSE SERVICES","39,751,000"
"20250501","2026","MISCELLANEOUS","FRINGE BENEFITS","8,882,705,018"
"20250501","2026","CITY COUNCIL","CMTEE ON RULES PRIV & ELECT","1"
"20250501","2026","MISCELLANEOUS","OTHER THAN PERSONAL SERVICES","5,434,013,610"
"20250501","2026","MISCELLANEOUS","RESERVE FOR COLLECTIVE BARGAINING","1,086,934,716"
"20250501","2026","PENSION CONTRIBUTIONS","NON - ACTUARIAL PENSIONS","350,000"
"20250501","2026","PENSION CONTRIBUTIONS","NON-CITY PENSIONS","109,230,170"
"20250501","2026","PENSION CONTRIBUTIONS","CITY ACTUARIAL PENSIONS","10,237,494,564"
"20250501","2026","BOARD OF CORRECTION","OTHER THAN PERSONAL SERVICE","200,959"
"20250501","2026","BOARD OF CORRECTION","PERSONAL SERVICES","3,578,524"
"20250501","2026","DEPARTMENT OF CORRECTION","NYC DOC TRANSPORTATION PS","26,884,108"
"20250501","2026","DEPARTMENT OF CORRECTION","NYC DOC HEALTH AND PROGRAMS - OTPS","23,657,583"
"20250501","2026","DEPARTMENT OF CORRECTION","NYC DOC JAIL OPERATIONS - OTPS","44,845,572"
"20250501","2026","DEPARTMENT OF CORRECTION","NYC DOC HEALTH AND PROGRAMS - PS","21,282,883"
"20250501","2026","DEPARTMENT OF CORRECTION","NYC DOC JAIL OPERATIONS - PS","333,916,167"
"20250501","2026","DEPARTMENT OF CORRECTION","ADMINISTRATION - OTPS","15,067,833"
"20250501","2026","DEPARTMENT OF CORRECTION","OPERATIONS - OTPS","77,998,399"
"20250501","2026","DEPARTMENT OF CORRECTION","OPERATIONS","414,043,228"
"20250501","2026","DEPARTMENT OF CORRECTION","ADMINISTRATION","85,805,000"
"20250501","2026","DEPARTMENT OF HOMELESS SERVICES","STREET PROGRAMS - OTPS","284,986,499"
"20250501","2026","DEPARTMENT OF HOMELESS SERVICES","ADMINISTRATION - OTPS","25,640,677"
"20250501","2026","DEPARTMENT OF HOMELESS SERVICES","SHELTER INTAKE AND PROGRAM - OTPS","3,421,750,490"
"20250501","2026","DEPARTMENT OF HOMELESS SERVICES","STREET PROGRAMS - PS","11,200,619"
"20250501","2026","DEPARTMENT OF HOMELESS SERVICES","ADMINISTRATION - PS","35,717,151"
"20250501","2026","DEPARTMENT OF HOMELESS SERVICES","SHELTER INTAKE AND PROGRAM - PS","127,444,555"
"20250501","2026","DEPARTMENT OF SOCIAL SERVICES","DOMESTIC VIOLENCE SERVICES - PS","15,873,178"
"20250501","2026","DEPARTMENT OF SOCIAL SERVICES","FAIR FARES - PS","566,081"
"20250501","2026","DEPARTMENT OF SOCIAL SERVICES","EMERGENCY FOOD - PS","2,438,543"
"20250501","2026","POLICE DEPARTMENT","ADMINISTRATION-OTPS","333,415,079"
"20250501","2026","POLICE DEPARTMENT","SCHOOL SAFETY- OTPS","4,903,848"
"20250501","2026","POLICE DEPARTMENT","EXECUTIVE MANAGEMENT-OTPS","18,207,149"
"20250501","2026","POLICE DEPARTMENT","CHIEF OF DEPARTMENT - OTPS","0"
"20250501","2026","POLICE DEPARTMENT","DETECTIVE BUREAU - OTPS","0"
"20250501","2026","POLICE DEPARTMENT","OPERATIONS-OTPS","29,479,313"
"20250501","2026","POLICE DEPARTMENT","COMMUNITY AFFAIRS BUREAU","57,157,205"
"20250501","2026","POLICE DEPARTMENT","INTELLIGENCE AND COUNTERTERRORISM - PS","251,702,855"
"20250501","2026","POLICE DEPARTMENT","COMMUNICATIONS - PS","123,681,098"
"20250501","2026","POLICE DEPARTMENT","CHIEF OF DEPARTMENT - PS","0"
"20250501","2026","POLICE DEPARTMENT","PATROL - PS","1,718,840,419"
"20250501","2026","POLICE DEPARTMENT","HOUSING POLICE-PS","248,465,728"
"20250501","2026","POLICE DEPARTMENT","TRANSIT POLICE-PS","300,893,207"
"20250501","2026","POLICE DEPARTMENT","TRAFFIC ENFORCEMENT","185,412,130"
"20250501","2026","POLICE DEPARTMENT","CRIMINAL JUSTICE","69,268,457"
"20250501","2026","POLICE DEPARTMENT","ADMINISTRATION-PERSONNEL","293,906,025"
"20250501","2026","POLICE DEPARTMENT","SCHOOL SAFETY- P.S.","269,501,073"
"20250501","2026","POLICE DEPARTMENT","EXECUTIVE MANAGEMENT","360,865,805"
"20250501","2026","POLICE DEPARTMENT","OPERATIONS","1,506,991,264"
"20250501","2026","CIVILIAN COMPLAINT REVIEW BOARD","CCRB-OTPS","5,194,833"
"20250501","2026","CIVILIAN COMPLAINT REVIEW BOARD","CCRB-PS","22,607,861"
"20250501","2026","CITY UNIVERSITY OF NEW YORK","SENIOR COLLEGE OTPS","35,000,000"
"20250501","2026","CITY UNIVERSITY OF NEW YORK","HUNTER SCHOOLS-PS","21,636,795"
"20250501","2026","CITY UNIVERSITY OF NEW YORK","HUNTER SCHOOLS-OTPS","1,514,457"
"20250501","2026","CITY UNIVERSITY OF NEW YORK","COMMUNITY COLLEGE PS","887,087,724"
"20250501","2026","CITY UNIVERSITY OF NEW YORK","COMMUNITY COLLEGE-OTPS","423,332,447"
"20250501","2026","CITY COUNCIL","CULT. AFFAIRS, LIB. & INT'L INTGRP. REL","1"
"20250501","2026","DEPARTMENT OF EDUCATION","CATEGORICAL PROGRAMS - OTPS","780,439,180"
"20250501","2026","DEPARTMENT OF EDUCATION","CATEGORICAL PROGRAMS - PS","1,073,096,117"
"20250501","2026","DEPARTMENT OF EDUCATION","NPS & FIT PMTS - OTPS","104,081,344"
"20250501","2026","DEPARTMENT OF EDUCATION","CONTRACT SCHOOLS/FOSTER/CH 683 PMTS","1,009,926,966"
"20250501","2026","DEPARTMENT OF EDUCATION","SE PRE-K CONTRACT PMTS - OTPS","922,706,411"
"20250501","2026","DEPARTMENT OF EDUCATION","FRINGE BENEFITS - PS","4,340,295,426"
"20250501","2026","DEPARTMENT OF EDUCATION","CENTRAL ADMINISTRATION - OTPS","134,327,642"
"20250501","2026","DEPARTMENT OF EDUCATION","CENTRAL ADMINISTRATION - PS","153,270,496"
"20250501","2026","DEPARTMENT OF EDUCATION","ENERGY AND LEASES - OTPS","835,755,667"
"20250501","2026","DEPARTMENT OF EDUCATION","SCHOOL SAFETY - OTPS","339,843,810"
"20250501","2026","DEPARTMENT OF EDUCATION","SCHOOL FOOD SERVICES - OTPS","295,285,760"
"20250501","2026","DEPARTMENT OF EDUCATION","SCHOOL FOOD SERVICES - PS","279,388,619"
"20250501","2026","DEPARTMENT OF EDUCATION","PUPIL TRANSPORTATION - OTPS","1,882,656,057"
"20250501","2026","DEPARTMENT OF EDUCATION","PUPIL TRANSPORTATION - PS","11,223,467"
"20250501","2026","DEPARTMENT OF EDUCATION","SCHOOL FACILITIES - OTPS","1,035,789,255"
"20250501","2026","POLICE DEPARTMENT","DETECTIVE BUREAU - PS","0"
"20250501","2026","DEPARTMENT OF EDUCATION","SCHOOL FACILITIES - PS","198,393,825"
"20250501","2026","DEPARTMENT OF EDUCATION","DIVISION OF TECHNOLOGY - OTPS","0"
"20250501","2026","DEPARTMENT OF EDUCATION","DIVISION OF TECHNOLOGY - PS","0"
"20250501","2026","DEPARTMENT OF EDUCATION","SE INSTRUCTIONAL SUPPORT -  OTPS","334,847,294"
"20250501","2026","DEPARTMENT OF EDUCATION","SE INSTRUCTIONAL SUPPORT - PS","446,571,152"
"20250501","2026","DEPARTMENT OF EDUCATION","CW SE INSTR & SCHL LEADERSHIP - OTPS","24,038,989"
"20250501","2026","DEPARTMENT OF EDUCATION","CW SE INSTR & SCHL LEADERSHIP - PS","1,459,103,050"
"20250501","2026","DEPARTMENT OF EDUCATION","SCHOOL SUPPORT ORGANIZATION OTPS","40,823,836"
"20250501","2026","DEPARTMENT OF EDUCATION","SCHOOL SUPPORT ORGANIZATION","279,349,956"
"20250501","2026","DEPARTMENT OF EDUCATION","EARLY CHILDHOOD PROGRAMS - OTPS","405,705,262"
"20250501","2026","DEPARTMENT OF EDUCATION","EARLY CHILDHOOD PROGRAMS- PS","55,046,207"
"20250501","2026","DEPARTMENT OF EDUCATION","UNIVERSAL PRE-K - OTPS","828,902,026"
"20250501","2026","DEPARTMENT OF EDUCATION","UNIVERSAL PRE-K - PS","791,426,675"
"20250501","2026","DEPARTMENT OF EDUCATION","CHARTER SCHOOLS","3,169,738,673"
"20250501","2026","DEPARTMENT OF EDUCATION","SE INSTR & SCH LEADERSHIP -OTPS","9,824,931"
"20250501","2026","DEPARTMENT OF EDUCATION","SE INSTR & SCH LEADERSHIP - PS","2,609,371,723"
"20250501","2026","DEPARTMENT OF EDUCATION","GE INSTR & SCH LEADERSHIP - OTPS","1,059,923,978"
"20250501","2026","DEPARTMENT OF EDUCATION","GE INSTR & SCH LEADERSHIP - PS","7,770,941,390"
"20250501","2026","QUEENS BOROUGH PUBLIC LIBRARY","LUMP SUM","140,195,202"
"20250501","2026","BROOKLYN PUBLIC LIBRARY","LUMP SUM","135,507,987"
"20250501","2026","NEW YORK PUBLIC LIBRARY","CONSULTANT & ADVISORY SVCS","1,362,128"
"20250501","2026","NEW YORK PUBLIC LIBRARY","SYSTEMWIDE SERVICES","114,925,962"
"20250501","2026","NEW YORK PUBLIC LIBRARY","LUMP SUM-BORO OF STATEN ISL","11,062,273"
"20250501","2026","NEW YORK PUBLIC LIBRARY","LUMP SUM- BORO OF BRONX","24,551,187"
"20250501","2026","NEW YORK PUBLIC LIBRARY","LUMP SUM-BORO OF MANHATTAN","26,270,917"
"20250501","2026","NEW YORK RESEARCH LIBRARIES","LUMP SUM APPROPRIATION","34,995,110"
"20250501","2026","DEPARTMENT OF INVESTIGATION","INSPECTOR GENERAL-OTPS","3,003,450"
"20250501","2026","DEPARTMENT OF INVESTIGATION","INSPECTOR GENERAL-PS","4,944,539"
"20250501","2026","DEPARTMENT OF INVESTIGATION","OTHER THAN PERSONAL SERVICES","22,051,676"
"20250501","2026","DEPARTMENT OF INVESTIGATION","PERSONAL SERVICES","23,790,498"
"20250501","2026","DEPARTMENT OF CITY PLANNING","GEOGRAPHIC SYSTEMS","297,688"
"20250501","2026","DEPARTMENT OF CITY PLANNING","GEOGRAPHIC SYSTEMS","2,480,418"
"20250501","2026","DEPARTMENT OF CITY PLANNING","OTHER THAN PERSONAL SERVICES","15,054,014"
"20250501","2026","DEPARTMENT OF CITY PLANNING","PERSONAL SERVICES","31,677,618"
"20250501","2026","LAW DEPARTMENT","OTHER THAN PERSONAL SERVICES","93,747,225"
"20250501","2026","LAW DEPARTMENT","PERSONAL SERVICES","160,859,140"
"20250501","2026","OFFICE OF ADMINISTRATIVE TAX APPEALS","OTHER THAN PERSONAL SERVICE","183,195"
"20250501","2026","OFFICE OF ADMINISTRATIVE TAX APPEALS","PERSONAL SERVICES","5,762,426"
"20250501","2026","DEPARTMENT OF EMERGENCY MANAGEMENT","OTHER THAN PERSONAL SERVICES","169,085,571"
"20250501","2026","DEPARTMENT OF EMERGENCY MANAGEMENT","PERSONAL SERVICES","29,553,032"
"20250501","2026","OFFICE OF THE COMPTROLLER","THIRD DEPUTY COMPT-OTPS","20,085,901"
"20250501","2026","OFFICE OF THE COMPTROLLER","SECOND DEPUTY COMPT-OTPS","4,217,492"
"20250501","2026","OFFICE OF THE COMPTROLLER","EXECUTIVE MANAGEMENT-OTPS","265,916"
"20250501","2026","OFFICE OF THE COMPTROLLER","FIRST DEPUTY COMPT-OTPS","12,499,506"
"20250501","2026","OFFICE OF THE COMPTROLLER","THIRD DEPUTY COMPT-PS","19,537,796"
"20250501","2026","OFFICE OF THE COMPTROLLER","SECOND DEPUTY COMPT-PS","16,907,051"
"20250501","2026","OFFICE OF THE COMPTROLLER","FIRST DEPUTY COMPT-PS","46,047,843"
"20250501","2026","OFFICE OF THE COMPTROLLER","EXECUTIVE MANAGEMENT-PS","3,436,952"
"20250501","2026","BOROUGH PRESIDENT STATEN ISLAND","OTHER THAN PERSONAL SERVICES","981,541"
"20250501","2026","BOROUGH PRESIDENT STATEN ISLAND","PERSONAL SERVICES","4,157,676"
"20250501","2026","BOROUGH PRESIDENT - QUEENS","OTHER THAN PERSONAL SERVICES","1,606,658"
"20250501","2026","BOROUGH PRESIDENT - QUEENS","PERSONAL SERVICES","4,914,471"
"20250501","2026","BOROUGH PRESIDENT - BROOKLYN","OTHER THAN PERSONAL SERVICES","1,386,361"
"20250501","2026","BOROUGH PRESIDENT - BROOKLYN","PERSONAL SERVICES","6,269,299"
"20250501","2026","BOROUGH PRESIDENT BRONX","OTHER THAN PERSONAL SERVICES","1,249,603"
"20250501","2026","BOROUGH PRESIDENT BRONX","PERSONAL SERVICES","5,653,487"
"20250501","2026","BOROUGH PRESIDENT - MANHATTAN","OTHER THAN PERSONAL SERVICES","970,171"
"20250501","2026","BOROUGH PRESIDENT - MANHATTAN","PERSONAL SERVICES","4,915,507"
"20250501","2026","OFFICE OF THE ACTUARY","OTHER THAN PERSONAL SERVICE","2,049,929"
"20250501","2026","OFFICE OF THE ACTUARY","PERSONAL SERVICE","5,436,287"
"20250501","2026","CAMPAIGN FINANCE BOARD","ELECTION FUNDING","31,600,000"
"20250501","2026","CAMPAIGN FINANCE BOARD","OTHER THAN PERSONAL SERVICES","45,174,888"
